RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Loyalty_Score
1895,15783398,Rizzo,535,Spain,Female,49,7,115309.75,1,1,0,111421.77,0,0,5,GOLD,885,36.35
1899,15629078,Matthias,850,Germany,Female,45,5,127258.79,1,1,1,192744.23,1,1,3,SILVER,380,24.3
1905,15677382,Miller,625,Spain,Female,69,1,107569.96,1,1,1,182336.45,0,0,1,PLATINUM,850,17.0
1920,15739858,Otitodilichukwu,618,France,Male,56,7,0.0,1,1,1,142400.27,1,1,5,DIAMOND,444,33.94
1943,15651713,King,684,France,Male,45,6,148071.39,1,1,0,183575.01,0,0,3,DIAMOND,895,28.95
1948,15657812,Ch'iu,688,France,Male,52,1,0.0,2,1,1,172033.57,0,0,1,DIAMOND,635,16.85
1952,15589793,Onwuamaeze,604,France,Male,53,8,144453.75,1,1,0,190998.96,1,1,3,DIAMOND,985,32.85
1955,15600734,Townsend,624,Spain,Male,51,5,174397.21,2,1,1,172372.63,0,0,2,PLATINUM,955,29.05
1956,15779176,Dike,565,Germany,Female,58,3,108888.24,3,0,1,135875.51,1,1,3,PLATINUM,936,30.86
1957,15605286,Moyes,565,France,Male,55,4,118803.35,2,1,1,128124.7,1,1,2,GOLD,535,23.35
1958,15674922,Beavers,710,France,Male,54,6,171137.62,1,1,1,167023.95,1,1,4,GOLD,451,29.509999999999998
1963,15692416,Aikenhead,358,Spain,Female,52,8,143542.36,3,1,0,141959.11,1,1,4,SILVER,976,39.76
1967,15638463,Okwudilichukwu,681,Germany,Female,48,8,139480.18,1,1,1,163581.67,0,0,1,GOLD,420,23.2
1982,15630913,Rosas,476,Spain,Female,69,1,105303.73,1,0,1,134260.34,0,0,5,DIAMOND,563,26.13
1985,15737605,Morris,531,Spain,Female,45,1,126495.57,2,1,1,164741.5,0,0,2,GOLD,242,15.92
1989,15657107,Angelo,563,Spain,Female,46,8,106171.68,1,1,0,163145.5,1,1,3,GOLD,672,29.72
1994,15787189,Tai,824,Germany,Male,60,8,134250.17,3,0,0,153046.16,1,1,4,GOLD,244,32.44
1996,15617648,Mikkelsen,584,France,Female,44,5,95671.75,2,1,1,106564.88,0,0,2,SILVER,662,26.12
2010,15732917,Li,729,Germany,Male,46,5,117837.43,1,1,0,104016.61,1,1,5,GOLD,924,33.74
2011,15612050,Castiglione,556,Spain,Female,48,8,168522.37,1,1,1,151310.16,0,0,2,SILVER,393,25.93
2032,15591357,Cowger,765,France,Male,51,3,123372.3,1,1,1,115429.32,0,0,4,SILVER,259,23.09
2039,15710743,Onwuamaeze,621,France,Male,47,0,0.0,1,1,1,133831.37,1,1,2,DIAMOND,704,17.04
2040,15595831,Shen,579,Germany,Female,64,6,145215.43,1,1,1,164083.72,0,0,5,SILVER,792,35.92
2051,15797160,Glover,492,France,Female,49,8,0.0,1,1,1,182865.09,1,1,5,PLATINUM,485,35.85
2054,15610686,Melton,850,France,Male,63,8,169832.57,1,0,0,184107.26,1,1,1,SILVER,965,26.65
2059,15787655,Chu,707,France,Male,47,3,0.0,2,1,0,174303.29,0,0,5,GOLD,791,31.41
2065,15569503,Yeh,765,France,Male,44,6,0.0,2,1,1,159899.97,0,0,5,SILVER,877,38.769999999999996
2075,15805303,Olisanugo,661,Germany,Male,44,1,141136.62,1,1,0,189742.78,1,1,2,DIAMOND,362,13.120000000000001
2076,15741385,Gallop,710,Germany,Male,45,9,108231.37,1,1,1,188574.08,0,0,5,GOLD,965,42.15
2079,15815626,Oluchi,640,France,Male,63,2,68432.45,2,1,1,112503.24,1,1,1,SILVER,384,15.84
2100,15593295,Greathouse,548,France,Male,57,6,76165.65,1,1,1,133537.53,0,0,2,PLATINUM,816,27.16
2104,15630241,Tretyakova,594,France,Male,61,3,62391.22,1,1,1,192434.11,0,0,4,SILVER,968,30.18
2121,15651554,Anenechukwu,618,Germany,Female,54,4,118449.21,1,1,1,133573.29,1,1,1,SILVER,534,18.34
2126,15777923,Johnston,544,France,Female,45,6,0.0,2,0,1,151401.33,0,0,2,DIAMOND,686,27.86
2131,15757568,Bogolyubov,704,France,Female,45,6,0.0,1,1,1,137739.45,0,0,5,GOLD,701,35.01
2139,15688619,Scott,718,Spain,Male,45,3,105266.32,2,1,1,193724.51,0,0,5,SILVER,372,29.22
2152,15588614,Walton,753,France,Male,57,7,0.0,1,1,0,159475.08,1,1,2,DIAMOND,647,24.97
2158,15750649,Uwakwe,744,France,Female,44,3,0.0,2,1,1,189016.14,0,0,4,PLATINUM,862,31.119999999999997
2165,15794479,Becker,767,Spain,Male,77,8,149083.7,1,1,1,190146.83,0,0,5,GOLD,383,34.83
2172,15747174,Hao,526,Germany,Male,58,9,190298.89,2,1,1,191263.76,0,0,1,DIAMOND,889,31.39
2174,15649738,White,698,France,Female,46,0,0.0,2,1,1,125962.02,0,0,2,DIAMOND,613,18.13
2191,15609998,Okwudilichukwu,700,Germany,Female,59,5,137648.41,1,1,0,142977.05,1,1,2,PLATINUM,839,23.89
2196,15735246,Norman,798,Spain,Female,58,9,0.0,2,0,0,119071.56,1,1,3,DIAMOND,400,30.5
2197,15791700,Ugochukwutubelum,773,Germany,Male,47,2,118079.47,4,1,1,143007.49,1,1,4,PLATINUM,668,31.68
2217,15627484,Obielumani,686,France,Female,47,5,113328.93,1,1,0,124170.9,0,0,4,PLATINUM,666,28.16
2221,15806049,Lee,714,Germany,Female,49,5,140510.89,1,1,0,141914.94,0,0,1,DIAMOND,455,17.05
2225,15691723,Chukwudi,631,Spain,Male,55,9,99685.06,1,1,0,114474.98,0,0,1,DIAMOND,932,27.82
2227,15750808,Ma,790,Spain,Male,46,2,131365.37,2,1,1,180290.68,0,0,5,GOLD,242,26.42
2228,15744368,Sun,633,Spain,Male,58,6,98308.51,1,1,1,132034.13,0,0,3,DIAMOND,808,30.08
2230,15756125,Booth,757,Spain,Male,44,5,140856.16,2,1,0,158735.1,0,0,5,DIAMOND,293,29.43
2236,15633930,Yobachukwu,648,Spain,Female,56,6,157559.59,2,1,0,140991.23,1,1,4,SILVER,320,28.2
2245,15756305,Marchesi,515,France,Female,66,6,0.0,2,1,1,160663.11,0,0,2,PLATINUM,282,23.82
2246,15578799,Anayolisa,625,France,Female,58,10,53772.73,1,1,1,192072.1,1,1,5,SILVER,428,38.28
2262,15681402,Ngozichukwuka,763,Germany,Female,61,1,66101.89,1,1,1,143981.27,0,0,2,PLATINUM,366,15.16
2264,15594685,Hall,757,France,Female,49,2,0.0,2,0,0,164482.92,0,0,1,PLATINUM,265,12.65
2275,15808044,Ts'ui,580,France,Female,65,9,106804.26,3,1,0,107890.69,1,1,3,GOLD,950,38.0
2276,15579208,Chikezie,550,France,Female,48,6,0.0,2,1,1,191870.28,0,0,2,PLATINUM,730,28.3
2284,15624633,Kibby,702,France,Male,45,9,74989.58,1,1,1,171014.69,0,0,3,SILVER,811,34.61
2287,15640161,Calabrese,618,Germany,Male,44,5,157955.83,2,0,0,139297.71,0,0,5,GOLD,668,33.18
2294,15801265,Tang,689,Spain,Female,45,0,57784.22,1,1,0,197804.0,1,1,3,SILVER,709,18.09
2297,15582714,Napolitani,749,Germany,Male,47,9,110022.74,1,0,1,135655.29,1,1,3,GOLD,634,32.84
2302,15757577,Odili,676,France,Female,61,8,0.0,2,1,1,118522.73,0,0,5,DIAMOND,762,40.62
2304,15635078,Chiemela,714,Spain,Male,45,0,124693.48,1,0,1,187194.15,0,0,2,PLATINUM,952,19.52
2308,15732020,Rutherford,610,Germany,Male,57,6,106938.11,2,0,1,186612.47,0,0,4,DIAMOND,913,36.13
2322,15749019,Wong,545,Germany,Male,45,6,93796.42,2,1,1,162321.26,0,0,3,GOLD,577,29.77
2324,15784676,Fanucci,583,France,Male,51,6,125268.03,2,1,0,165082.25,0,0,4,PLATINUM,837,33.37
2343,15788535,Tan,593,Spain,Male,44,5,0.0,1,1,0,128046.98,0,0,2,SILVER,569,21.19
2353,15726791,Nuttall,637,Spain,Female,45,2,157929.45,1,1,1,145134.49,1,1,4,DIAMOND,546,24.46
2369,15769312,Forbes,557,Spain,Male,48,10,0.0,2,1,1,185094.48,0,0,5,PLATINUM,933,45.33
2370,15708212,Lin,648,Spain,Female,54,7,118241.02,1,1,0,172586.89,1,1,3,DIAMOND,884,30.34
2393,15656912,Aitken,649,Spain,Male,51,4,0.0,1,1,1,150390.57,0,0,3,PLATINUM,782,26.82
2400,15672516,Wall,541,Germany,Male,51,7,90373.28,2,1,0,179861.79,0,0,4,PLATINUM,935,35.85
2415,15806027,Niu,556,France,Female,52,9,0.0,1,1,0,175149.2,1,1,1,DIAMOND,570,24.2
2420,15722765,Owen,580,Spain,Female,57,0,136820.99,1,0,1,108528.74,0,0,5,GOLD,419,23.19
2421,15783305,Franklin,593,France,Female,46,7,98752.51,1,1,0,145560.38,0,0,3,SILVER,442,25.92
2435,15613189,Browne,774,France,Female,52,2,56580.93,1,1,0,113266.28,1,1,5,PLATINUM,946,29.46
2439,15792525,Lei,628,Germany,Female,61,1,97361.66,1,1,1,149922.38,1,1,5,GOLD,657,27.07
2444,15706587,Johnston,560,France,Male,57,0,0.0,2,0,1,116781.71,0,0,1,DIAMOND,615,15.15
2447,15568025,Hsueh,758,France,Male,51,8,81710.46,1,1,1,116520.07,0,0,4,PLATINUM,688,34.88
2450,15567980,Frater,537,Germany,Female,46,5,100727.5,1,0,1,140857.76,1,1,3,DIAMOND,649,26.990000000000002
2455,15636089,Hs?,678,Germany,Female,51,1,145751.03,1,0,0,109718.44,1,1,4,DIAMOND,957,25.07
2456,15727490,Scott,661,France,Male,47,5,0.0,1,0,1,107243.31,1,1,4,DIAMOND,308,26.58
2463,15704442,Fleming,672,France,Female,53,9,169406.33,4,1,1,147311.47,1,1,4,DIAMOND,232,37.82
2472,15595537,Trout,626,Germany,Male,49,9,171787.84,2,1,0,187192.23,0,0,5,SILVER,398,36.48
2474,15679249,Chou,351,Germany,Female,57,4,163146.46,1,1,0,169621.69,1,1,4,SILVER,453,24.53
2495,15671917,Wade,666,France,Male,46,5,123873.19,1,1,1,177844.06,0,0,2,PLATINUM,742,24.92
2496,15666548,Chung,466,Germany,Female,56,2,111920.13,3,1,0,197634.11,1,1,3,SILVER,586,23.86
2497,15625623,Stevenson,567,France,Female,45,4,0.0,2,0,1,121053.19,0,0,3,GOLD,525,26.25
2505,15625942,McDonald,619,Spain,Female,45,0,0.0,2,0,0,113645.4,0,0,4,SILVER,315,19.15
2509,15661974,Pirozzi,677,France,Male,46,2,57037.74,1,1,1,158531.01,0,0,1,GOLD,870,18.7
2510,15689341,Gibbs,655,France,Female,50,10,0.0,4,1,0,179267.94,1,1,1,GOLD,889,34.89
2513,15769522,O'Connor,734,France,Male,51,1,118537.47,1,1,1,116912.45,0,0,2,DIAMOND,697,18.47
2520,15690231,K'ung,612,Spain,Female,62,0,167026.61,2,1,1,192892.05,0,0,1,PLATINUM,739,16.39
2521,15751561,Meng,498,Germany,Male,61,7,102453.26,1,1,0,187247.56,1,1,2,DIAMOND,727,25.77
2531,15598086,Brown,624,France,Female,45,3,68639.57,1,1,0,168002.31,1,1,2,DIAMOND,553,18.03
2537,15752026,Hammer,691,France,Male,58,3,0.0,1,0,1,194930.3,1,1,2,PLATINUM,974,24.240000000000002
2540,15569571,Davydova,584,Germany,Female,46,6,87361.02,2,1,0,120376.87,1,1,4,PLATINUM,400,29.0
2547,15755178,Ramos,660,France,Male,50,1,0.0,3,1,1,191849.15,1,1,5,SILVER,967,34.17
2554,15732270,Hung,727,Spain,Male,71,8,0.0,1,1,1,198446.91,1,1,4,GOLD,869,36.69
2566,15596088,Fanucci,705,France,Female,50,4,77065.9,2,0,1,145159.26,0,0,4,PLATINUM,726,31.259999999999998
2576,15592736,Lucchese,551,Germany,Male,54,5,102994.04,1,1,0,176680.16,1,1,2,DIAMOND,289,18.39
2583,15703205,Uwaezuoke,656,France,Female,46,5,113402.14,2,1,1,138849.06,0,0,4,SILVER,605,31.55
2590,15701096,De Garis,778,France,Male,44,8,123863.64,1,1,0,144494.94,0,0,1,DIAMOND,830,25.3
2594,15755223,Tseng,692,Germany,Male,53,7,150926.99,2,0,0,119817.19,0,0,2,SILVER,357,24.07
2610,15755242,Rowe,682,France,Female,46,2,0.0,1,1,1,114442.66,0,0,3,DIAMOND,257,18.57
2615,15640846,Chibueze,546,Germany,Female,58,3,106458.31,4,1,0,128881.87,1,1,5,SILVER,369,31.19
2618,15602735,Kuo,692,Germany,Male,45,6,152296.83,4,0,1,108040.86,1,1,4,DIAMOND,489,35.89
2629,15775891,Myers,634,Germany,Male,48,2,107247.69,1,1,1,103712.05,1,1,5,GOLD,674,28.740000000000002
2661,15756241,Yirawala,767,France,Female,44,2,152509.25,1,1,1,136915.15,0,0,4,GOLD,777,26.77
2663,15742272,Ozerova,669,France,Female,44,8,96418.09,1,0,0,131609.48,1,1,3,SILVER,915,32.15
2669,15582325,Jennings,524,France,Male,52,2,87894.26,1,1,0,173899.42,1,1,4,SILVER,771,24.71
2674,15574910,Ferguson,601,France,Male,50,2,115625.07,1,1,0,185855.21,0,0,5,DIAMOND,666,26.66
2698,15699450,Li,723,France,Male,48,7,0.0,2,1,1,150694.58,0,0,1,PLATINUM,501,24.509999999999998
2721,15806688,Manfrin,726,Spain,Female,56,8,123110.9,3,0,1,130113.78,1,1,4,DIAMOND,873,40.730000000000004
2722,15576824,Kennedy,564,Germany,Female,44,3,111760.4,3,1,1,104722.47,1,1,3,DIAMOND,785,29.35
2733,15592816,Udokamma,623,Germany,Female,48,1,108076.33,1,1,0,118855.26,1,1,3,PLATINUM,223,14.73
2740,15723894,Younger,625,France,Male,45,7,137555.44,1,0,0,124607.7,0,0,3,SILVER,622,27.72
2749,15753332,Loftus,401,Germany,Male,48,8,128140.17,1,1,0,175753.55,1,1,2,GOLD,382,23.82
2751,15767474,Lorenzo,481,France,Female,57,9,0.0,3,1,1,169719.35,1,1,3,SILVER,259,33.09
2758,15566708,Chidalu,444,France,Female,45,4,0.0,2,1,0,161653.5,1,1,3,DIAMOND,482,23.82
2764,15654495,Potter,706,Germany,Female,47,6,120621.89,1,1,1,140803.7,0,0,5,DIAMOND,870,36.7
2778,15776233,Kruglova,758,Germany,Female,61,8,125397.21,1,1,0,182184.09,1,1,1,DIAMOND,538,22.38
2779,15761141,Palerma,604,Spain,Female,71,10,0.0,2,1,1,129984.2,0,0,1,GOLD,750,31.5
2782,15641416,Shaffer,732,Germany,Female,61,9,94867.18,2,1,1,157527.6,1,1,3,GOLD,507,33.57
2788,15700487,Osonduagwuike,805,France,Male,46,6,118022.06,3,1,0,162643.15,1,1,4,GOLD,719,34.19
2792,15663826,Brim,532,Spain,Female,66,3,0.0,1,1,1,115227.02,0,0,1,DIAMOND,955,21.05
2793,15742820,Trevisano,535,France,Female,45,2,0.0,2,0,1,170621.55,0,0,4,GOLD,921,30.21
2795,15597930,Wilson,646,France,Male,52,8,59669.43,1,0,0,172495.81,1,1,3,SILVER,374,26.740000000000002
2803,15723299,Sorokina,774,France,Male,53,4,113709.28,1,1,1,153887.93,1,1,3,PLATINUM,616,25.16
2814,15600934,Randell,758,France,Female,52,7,125095.94,1,1,0,171189.83,1,1,2,PLATINUM,747,25.97
2843,15785782,Ugonna,513,Spain,Male,48,2,0.0,1,1,1,114709.13,1,1,3,SILVER,497,20.97
2846,15812513,Nnaife,599,Germany,Male,45,10,103583.05,1,1,0,132127.69,1,1,2,SILVER,376,26.759999999999998
2852,15776454,Hamilton,603,France,Female,48,5,0.0,1,1,0,100478.6,1,1,2,PLATINUM,709,22.59
2873,15671591,Castiglione,439,Spain,Male,52,3,96196.24,4,1,0,198874.52,1,1,1,GOLD,397,19.47
2878,15617866,Calabrese,657,Spain,Male,67,5,119785.47,2,1,1,107534.32,0,0,1,PLATINUM,876,25.259999999999998
2880,15669411,Muse,750,Germany,Female,52,6,107467.56,1,1,0,126233.18,1,1,5,DIAMOND,644,32.44
2902,15603246,Genovesi,498,France,Male,73,2,170241.7,2,1,1,165407.96,0,0,2,GOLD,539,20.39
2917,15704583,Chikwado,651,France,Male,56,2,0.0,1,1,0,114522.68,1,1,4,GOLD,327,20.27
2927,15744529,Chiekwugo,510,France,Male,63,8,0.0,2,1,1,115291.86,0,0,2,SILVER,960,33.6
2933,15724858,Begum,688,France,Female,54,9,0.0,1,1,0,191212.63,1,1,5,GOLD,746,37.96
2953,15654901,Horton,733,France,Male,51,10,141556.96,1,1,0,130189.53,0,0,3,SILVER,800,34.0
2956,15807481,Peng,577,France,Female,46,1,0.0,1,1,1,158750.53,0,0,4,SILVER,800,25.5
2965,15679760,Slattery,721,France,Male,46,1,115764.32,2,0,0,102950.79,0,0,3,DIAMOND,804,22.54
2967,15577178,Genovese,511,France,Male,45,5,68375.27,1,1,0,193160.25,1,1,1,DIAMOND,351,16.009999999999998
2974,15651983,Fang,591,France,Female,56,9,128882.49,1,1,1,196241.94,1,1,2,DIAMOND,658,30.08
2975,15746737,Eames,565,Germany,Male,59,9,69129.59,1,1,1,170705.53,0,0,5,PLATINUM,558,38.08
2978,15655123,Dumetolisa,505,Spain,Female,45,9,131355.3,3,1,0,195395.33,1,1,2,PLATINUM,661,32.11
2989,15684801,Abbott,689,France,Male,47,1,93871.95,3,1,0,156878.42,1,1,4,DIAMOND,334,22.84
2990,15636428,Sutherland,703,Spain,Female,45,1,0.0,1,1,0,182784.11,1,1,2,SILVER,919,18.689999999999998
2992,15699284,Johnson,584,France,Male,49,8,172713.44,1,1,0,113860.81,0,0,2,DIAMOND,475,24.75
2993,15786993,Lung,810,France,Female,51,5,0.0,2,0,1,184524.74,0,0,1,DIAMOND,527,21.77
2999,15766289,Dickinson,751,France,Male,47,5,142669.93,2,1,0,162760.96,0,0,3,PLATINUM,627,26.77
3004,15801658,Summers,580,France,Male,55,6,104305.74,1,0,1,175750.21,0,0,5,GOLD,432,32.32
3005,15706185,Clements,596,Germany,Male,47,5,140187.1,2,1,1,174311.3,0,0,1,PLATINUM,281,19.31
3007,15720943,Pirozzi,747,France,Female,45,1,114959.12,1,1,0,189362.39,1,1,1,DIAMOND,727,13.77
3009,15665416,Ferri,779,France,Male,62,10,119096.55,1,0,1,116977.89,0,0,1,GOLD,644,28.44
3029,15675185,Chuang,697,Germany,Female,48,2,108128.96,2,1,1,103944.37,0,0,3,SILVER,980,27.8
3033,15800061,Moretti,495,Spain,Female,45,3,89158.94,3,1,0,135169.76,1,1,1,PLATINUM,284,16.34
3034,15578006,Yao,787,France,Female,85,10,0.0,2,1,1,116537.96,0,0,2,GOLD,542,32.42
3039,15807909,Rubensohn,744,France,Male,47,9,0.0,2,1,0,113163.17,0,0,2,PLATINUM,743,30.93
3048,15767871,H?,784,Spain,Male,48,7,0.0,2,1,1,182609.97,0,0,1,DIAMOND,354,23.04
3051,15699247,Chapman,791,France,Female,44,5,0.0,2,1,1,123977.86,1,1,2,PLATINUM,430,23.8
3052,15619087,Taylor,762,France,Male,53,1,102520.37,1,1,1,170195.4,0,0,2,SILVER,876,20.259999999999998
3056,15602373,White,812,France,Male,44,4,115049.15,2,1,0,165038.41,0,0,2,DIAMOND,223,18.23
3057,15762605,Wall,685,France,Male,58,1,104796.54,1,1,1,154181.41,0,0,3,GOLD,673,21.23
3075,15609653,Ifeatu,614,Germany,Female,44,6,118715.86,1,1,0,133591.11,1,1,2,DIAMOND,704,24.04
3083,15759066,Carpenter,483,France,Female,44,5,136836.49,1,1,0,192359.9,1,1,1,SILVER,853,21.03
3086,15571059,Martin,734,France,Female,54,3,0.0,1,1,0,130805.54,1,1,4,SILVER,505,23.55
3100,15708196,Uchenna,696,Spain,Male,60,8,88786.81,1,1,1,196858.4,0,0,1,PLATINUM,628,25.28
3104,15766609,Jowers,655,France,Female,47,10,0.0,2,1,0,167778.62,0,0,2,SILVER,989,34.89
3107,15800890,T'ien,554,France,Female,45,6,0.0,2,1,1,181204.5,0,0,3,DIAMOND,802,32.019999999999996
3138,15772073,Hodge,664,France,Male,48,10,0.0,1,1,0,140173.17,1,1,1,PLATINUM,495,24.95
3139,15701537,Ignatiev,756,France,Male,60,2,0.0,1,1,1,166513.49,1,1,3,DIAMOND,858,24.58
3143,15586996,Azikiwe,697,France,Female,76,7,0.0,2,0,1,188772.45,0,0,3,DIAMOND,733,32.83
3145,15638003,Komarova,648,Spain,Male,55,1,81370.07,1,0,1,181534.04,0,0,4,PLATINUM,564,23.14
3146,15775590,Mackay,482,Germany,Female,48,2,69329.47,1,0,0,102640.52,1,1,5,DIAMOND,910,29.1
3148,15753102,Curtis,752,Spain,Male,44,6,83870.33,1,1,0,178722.24,0,0,3,SILVER,238,22.38
3168,15583137,Pope,637,France,Female,48,7,130806.99,2,1,1,132005.85,1,1,1,PLATINUM,358,23.08
3181,15750447,Ozoemena,678,France,Female,60,10,117738.81,1,1,0,147489.76,1,1,4,DIAMOND,599,34.99
3185,15631070,Gerasimova,667,Germany,Male,55,9,154393.43,1,1,1,137674.96,1,1,3,SILVER,887,35.37
3186,15761950,Woronoff,652,Germany,Female,45,9,110827.49,1,1,1,153383.54,1,1,3,PLATINUM,510,31.6
3188,15713912,Nebechukwu,516,Spain,Female,45,8,109044.3,1,0,1,115818.16,0,0,5,GOLD,229,33.29
3193,15566689,Chimaoke,554,Spain,Male,66,8,0.0,2,1,1,116747.62,0,0,1,PLATINUM,259,23.59
3194,15725794,Winters,659,France,Female,49,1,0.0,1,1,0,116249.72,1,1,4,PLATINUM,219,17.69
3200,15678201,Robertson,548,France,Female,46,1,0.0,1,1,1,104469.06,1,1,4,SILVER,842,25.92
3205,15603942,Hawthorn,547,Germany,Male,50,3,81290.02,3,0,1,177747.03,1,1,4,DIAMOND,899,33.49
3239,15588080,Giles,675,France,Male,54,6,0.0,1,1,0,110273.84,1,1,2,SILVER,420,21.2
3246,15768151,Romano,514,Germany,Female,45,3,109032.23,1,0,1,155407.21,1,1,2,DIAMOND,764,22.14
3251,15587419,Shipton,611,France,Male,58,8,0.0,2,0,1,107665.68,1,1,5,PLATINUM,294,35.94
3255,15778368,Allan,552,Germany,Male,50,4,121175.56,1,1,0,117505.07,1,1,1,DIAMOND,662,17.62
3258,15709183,Davidson,707,France,Female,58,3,102346.86,1,1,1,114672.64,0,0,5,PLATINUM,887,32.37
3273,15793890,Harriman,728,France,Female,59,4,0.0,1,1,1,163365.85,1,1,5,GOLD,296,27.96
3277,15577806,Chiu,794,Germany,Female,54,1,75900.84,1,1,1,192154.66,0,0,4,GOLD,322,20.72
3281,15715622,To Rot,583,France,Female,57,3,238387.56,1,0,1,147964.99,1,1,5,GOLD,552,29.02
3284,15775335,Ellis,635,Germany,Female,48,4,81556.89,2,1,0,191914.37,0,0,2,DIAMOND,488,20.88
3285,15724150,Nkemdirim,814,France,Male,48,9,136596.85,1,1,1,185791.9,0,0,3,GOLD,935,35.85
3306,15574072,Ch'ien,786,France,Female,62,8,0.0,1,1,1,165702.64,0,0,2,SILVER,765,29.65
3309,15733014,Nolan,813,France,Female,62,10,64667.95,2,0,1,140454.14,0,0,4,SILVER,691,39.91
3315,15628767,Hotchin,608,Spain,Female,63,3,139529.93,2,1,1,175696.16,1,1,2,GOLD,961,26.11
3317,15758116,Rossi,666,France,Male,53,5,64646.7,1,1,0,128019.48,1,1,3,GOLD,580,24.3
3318,15575119,Hughes,779,France,Male,71,3,0.0,2,1,1,146895.36,1,1,1,PLATINUM,858,22.08
3343,15775663,Otitodilichukwu,712,Germany,Male,53,6,134729.99,2,1,1,132702.64,0,0,2,DIAMOND,856,29.560000000000002
3347,15726747,Donaldson,714,France,Male,63,4,138082.16,1,0,1,166677.54,0,0,1,GOLD,945,22.45
3362,15754952,Su,602,Germany,Female,48,7,76595.08,2,0,0,127095.14,0,0,3,PLATINUM,558,29.08
3365,15763544,Thompson,673,France,Male,47,1,0.0,2,0,0,108762.16,0,0,5,SILVER,382,24.32
3375,15772573,Simpson,735,Spain,Male,55,2,103176.62,1,0,1,163516.16,0,0,2,PLATINUM,708,20.08
3380,15637178,Mishina,803,Spain,Female,45,7,0.0,2,1,1,128378.04,0,0,1,PLATINUM,589,25.39
3382,15629511,Lavrentiev,738,France,Male,49,6,106770.82,1,1,0,123499.27,0,0,1,PLATINUM,315,17.15
3388,15798024,Lori,537,Germany,Male,84,8,92242.34,1,1,1,186235.98,0,0,3,SILVER,768,32.68
3390,15724863,Sheppard,420,Spain,Female,55,4,91893.32,1,1,0,144870.28,1,1,3,GOLD,970,26.7
3397,15720354,Knowles,581,France,Male,71,4,0.0,2,1,1,197562.08,0,0,2,DIAMOND,759,25.59
3404,15611800,Loggia,624,France,Female,62,7,125163.62,2,1,1,151411.5,0,0,5,GOLD,513,36.63
3410,15593736,Cook,598,Germany,Female,46,7,131769.04,1,0,0,184980.23,1,1,2,GOLD,911,27.61
3435,15712303,Valentin,692,France,Male,66,4,159732.02,1,1,1,118188.15,0,0,4,GOLD,273,24.73
3450,15705777,Real,710,Germany,Male,49,10,129164.88,1,1,1,193266.72,0,0,5,DIAMOND,890,42.9
3469,15769586,Horan,820,France,Female,49,1,0.0,2,1,1,119087.25,0,0,1,PLATINUM,679,17.29
3494,15765461,Giles,632,Spain,Male,47,3,0.0,2,1,0,178822.32,0,0,3,DIAMOND,980,27.3
3496,15787161,Pisani,591,Germany,Male,46,4,129269.27,1,1,0,163504.33,0,0,1,GOLD,290,13.9
3498,15588944,Maughan,456,France,Female,63,1,165350.61,2,0,0,140758.07,1,1,1,SILVER,343,11.93
3503,15660505,Romani,735,Germany,Male,46,2,106344.95,1,1,0,114371.33,1,1,4,DIAMOND,287,19.87
3522,15812706,Mazure,627,Spain,Male,49,4,111087.5,1,0,1,146680.25,0,0,5,SILVER,900,34.0
3528,15650545,Tomlinson,849,France,Male,69,7,71996.09,1,1,1,139065.94,0,0,2,GOLD,317,23.67
3532,15653251,Hickey,408,France,Female,84,8,87873.39,1,0,0,188484.52,1,1,2,DIAMOND,608,26.08
3535,15614687,Tien,677,Germany,Female,44,4,148770.61,2,1,1,191057.76,0,0,2,PLATINUM,277,20.77
3538,15632324,Pisani,602,France,Male,59,7,0.0,2,1,1,162347.05,0,0,3,SILVER,280,28.3
3544,15801218,Bermudez,675,France,Male,49,8,135133.39,1,0,1,179521.24,1,1,4,GOLD,229,30.29
3550,15647725,Napolitano,675,France,Female,61,5,62055.17,3,1,0,166305.16,1,1,4,PLATINUM,716,32.66
3564,15687270,Iroawuchi,491,Spain,Female,61,8,0.0,2,0,1,139861.53,0,0,4,PLATINUM,973,39.730000000000004
3565,15803121,Chia,847,France,Male,51,5,97565.74,1,0,0,144184.06,1,1,3,PLATINUM,530,23.8
3570,15761670,Morley,695,France,Female,50,8,0.0,1,1,0,126381.6,1,1,2,PLATINUM,680,26.8
3576,15625151,Wan,640,France,Female,66,9,116037.76,1,0,1,184636.05,0,0,1,DIAMOND,909,29.59
3587,15652626,Grave,826,France,Male,55,4,115285.85,1,1,0,140126.17,0,0,2,GOLD,712,21.12
3601,15573599,Adamson,506,France,Female,57,6,0.0,2,0,1,194421.12,1,1,2,DIAMOND,844,29.439999999999998
3611,15711716,Ferguson,580,France,Female,56,1,131368.3,1,1,0,106918.67,1,1,1,SILVER,796,14.46
3616,15639357,Allan,415,France,Male,46,9,134950.19,3,0,0,178587.36,1,1,2,DIAMOND,621,31.71
3619,15750867,Nucci,489,Germany,Female,46,8,92060.06,1,1,0,147222.95,1,1,2,DIAMOND,865,28.65
3623,15720338,Mazzanti,592,Spain,Male,55,8,85845.43,2,1,1,128918.42,0,0,2,PLATINUM,564,29.64
