RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Loyalty_Score
2143,15782591,Cook,690,France,Male,35,6,112689.95,1,1,0,176962.31,0,0,3,SILVER,828,28.28
2144,15612109,Speth,819,France,Male,38,9,122334.26,2,1,1,181507.44,0,0,1,SILVER,586,28.36
2148,15574167,Fox,665,France,Male,33,2,101286.11,1,1,1,159840.51,0,0,5,PLATINUM,770,29.7
2162,15569678,Cocci,561,Germany,Male,32,6,166824.59,1,1,0,139451.98,0,0,5,GOLD,296,28.96
2176,15769254,Tuan,757,Germany,Female,34,9,101861.36,2,0,0,187011.96,0,0,5,PLATINUM,903,41.53
2189,15799211,Anenechi,708,Spain,Female,32,8,187487.63,1,1,1,120115.5,0,0,3,GOLD,681,31.81
2190,15798310,Palerma,480,France,Male,35,2,165692.91,1,1,1,197984.58,0,0,5,GOLD,592,27.92
2193,15761763,Jamieson,845,France,Male,33,8,164385.53,1,1,0,150664.97,0,0,5,GOLD,588,34.88
2194,15764409,Goodman,613,France,Male,37,9,108286.5,1,1,1,114153.44,0,0,5,GOLD,656,39.06
2201,15641114,Power,701,France,Male,37,8,130091.5,1,1,1,120031.29,0,0,1,PLATINUM,902,28.02
2202,15682435,P'eng,600,France,Male,35,4,143744.77,2,1,0,104076.51,0,0,4,GOLD,797,29.97
2203,15751788,Johnson,850,Spain,Male,28,9,97408.03,1,1,1,175853.64,0,0,3,GOLD,962,36.12
2211,15769917,Onyekachi,673,Germany,Female,34,1,127122.79,3,0,1,76703.1,0,0,5,DIAMOND,520,29.7
2213,15770974,Nwabugwu,741,Germany,Female,37,8,170840.08,2,0,0,109843.16,0,0,1,SILVER,947,28.47
2222,15736069,Hsing,767,Germany,Female,35,6,132253.22,1,1,0,115566.57,1,1,4,SILVER,704,30.04
2239,15808784,Hess,835,France,Male,28,2,163569.61,2,1,1,154559.28,0,0,5,PLATINUM,560,29.6
2255,15585533,Calabrese,679,France,Male,36,6,147733.64,1,0,1,172501.38,0,0,5,PLATINUM,982,37.82
2267,15629323,Kelechi,617,Germany,Female,37,4,116471.43,2,1,0,175324.74,1,1,3,SILVER,984,28.84
2279,15582960,Short,473,France,Female,33,5,125827.43,1,0,1,145698.73,0,0,5,PLATINUM,299,29.490000000000002
2295,15589204,Farrar,591,France,Male,33,9,131765.72,1,1,0,118782.06,0,0,5,GOLD,597,36.47
2305,15680141,Yuan,759,Spain,Female,35,7,147936.42,1,1,1,106785.7,0,0,4,SILVER,312,29.62
2307,15602034,Kolesnikov,697,France,Female,34,2,126558.92,1,1,0,73334.43,0,0,5,PLATINUM,809,28.09
2312,15664639,McGregor,645,France,Male,19,9,128514.84,1,0,0,175969.19,0,0,5,GOLD,796,38.46
2314,15644621,Mironova,597,Germany,Female,40,9,106756.01,2,1,0,151167.94,0,0,3,PLATINUM,701,33.51
2320,15681446,Sun,636,Germany,Female,37,9,157098.52,1,1,1,153535.27,0,0,3,SILVER,638,32.88
2326,15612193,Hsia,762,Spain,Male,29,10,115545.33,2,1,0,148256.43,0,0,3,PLATINUM,931,37.31
2333,15695492,P'eng,439,France,Female,29,6,156569.43,1,1,0,180598.66,0,0,2,GOLD,939,26.39
2340,15647975,Vida,651,Germany,Male,26,5,147037.32,1,0,0,141763.26,0,0,5,SILVER,637,30.87
2342,15735388,Wayn,717,France,Female,25,7,108664.85,2,1,0,190011.85,0,0,3,PLATINUM,433,27.83
2344,15765902,Gibson,706,Germany,Male,38,5,163034.82,2,1,1,135662.17,0,0,3,DIAMOND,826,30.759999999999998
2354,15813144,Osborne,554,France,Female,26,7,92606.86,2,1,0,192709.69,0,0,3,SILVER,675,30.25
2360,15644896,Thompson,663,Germany,Male,32,3,108586.86,1,1,1,182355.21,0,0,5,PLATINUM,723,30.73
2366,15751057,Douglas,701,Germany,Male,32,5,102500.34,1,0,0,106287.77,0,0,5,PLATINUM,763,32.13
2374,15671789,Woods,616,France,Male,31,3,94263.91,2,1,0,168895.06,0,0,5,SILVER,499,28.490000000000002
2391,15599251,Chung,602,Germany,Male,32,7,184715.86,2,1,0,113781.99,0,0,5,GOLD,879,38.29
2405,15809286,Burke,631,Germany,Male,37,8,138292.64,2,0,0,152422.91,1,1,3,DIAMOND,647,31.47
2410,15735522,Boulger,654,Germany,Male,37,2,145610.07,2,0,0,186300.59,0,0,5,SILVER,458,26.58
2414,15604073,Bibi,815,Germany,Female,25,8,135161.67,1,1,1,136071.05,0,0,3,DIAMOND,784,32.84
2416,15574886,Palerma,706,France,Male,32,6,94486.47,1,1,1,146949.74,0,0,5,DIAMOND,904,37.04
2422,15574842,Lorenzo,653,Germany,Female,25,2,158266.42,3,1,1,199357.24,0,0,4,GOLD,630,29.3
2462,15592765,Marks,637,France,Male,40,8,125470.81,1,1,1,174536.17,0,0,4,PLATINUM,658,34.58
2466,15612071,Wilson,763,Spain,Female,32,10,95153.77,1,0,1,81310.1,0,0,2,GOLD,816,33.16
2471,15720838,Gallo,689,Spain,Female,31,3,139799.63,1,0,1,120663.57,0,0,5,GOLD,964,33.14
2485,15587735,Chukwuebuka,850,France,Male,39,6,96863.13,1,1,1,121681.19,0,0,4,DIAMOND,883,33.83
2494,15715920,De Bernales,782,Spain,Male,23,10,98052.66,1,1,1,142587.32,0,0,3,PLATINUM,565,33.65
2502,15753370,McDonald,691,Germany,Female,38,5,114753.76,1,1,0,107665.02,0,0,4,SILVER,490,26.4
2504,15583364,McGregor,476,France,Female,32,6,111871.93,1,0,0,112132.86,0,0,3,GOLD,988,29.880000000000003
2526,15738411,Ho,505,France,Male,34,10,104498.79,1,0,1,126451.14,0,0,3,DIAMOND,244,30.44
2529,15654106,K?,604,France,Male,26,8,149542.52,2,0,1,197911.52,0,0,1,SILVER,683,27.83
2535,15803804,Walker,717,Germany,Female,35,5,103214.71,1,1,0,172172.7,0,0,4,GOLD,880,30.3
2556,15771540,Fedorova,755,France,Male,38,9,148912.44,1,1,0,80416.16,0,0,3,DIAMOND,416,28.66
2559,15727021,Obialo,727,Germany,Female,30,8,119027.28,2,1,1,137903.54,0,0,5,GOLD,515,38.15
2567,15614878,Yeh,660,Germany,Female,29,6,180520.29,1,1,1,123850.58,0,0,2,SILVER,988,28.880000000000003
2571,15611905,Warlow-Davies,513,Spain,Female,31,5,174853.46,1,1,0,84238.63,0,0,5,SILVER,640,30.9
2591,15710450,Okwudiliolisa,848,Spain,Male,22,7,120811.89,1,1,1,185510.34,0,0,5,GOLD,295,32.45
2596,15737310,Thompson,633,France,Male,29,10,130206.28,1,1,0,184654.87,0,0,5,GOLD,957,41.57
2598,15668818,Chidubem,592,Spain,Female,40,2,200322.45,1,1,1,113244.73,0,0,5,PLATINUM,482,26.82
2604,15583049,Wallace,643,Germany,Female,34,7,160426.07,1,0,1,188533.11,0,0,3,GOLD,806,31.560000000000002
2614,15665221,Nwebube,630,France,Male,26,7,129837.72,2,0,1,197001.15,0,0,1,DIAMOND,716,26.66
2617,15658360,Gregory,762,Spain,Male,35,9,122929.42,2,0,0,149822.04,0,0,3,SILVER,504,31.54
2621,15685300,Meng,603,France,Male,35,6,128993.76,2,1,0,130483.56,0,0,4,DIAMOND,733,32.33
2626,15600724,Scott,567,Germany,Male,29,5,129750.68,1,1,0,109257.59,0,0,3,GOLD,886,27.36
2627,15574324,Genovese,568,Germany,Female,29,2,129177.01,2,0,1,104617.99,0,0,3,DIAMOND,893,26.93
2649,15644962,Connolly,745,France,Male,21,4,137910.45,1,1,1,177235.23,0,0,3,PLATINUM,923,28.23
2659,15815490,Cocci,670,Germany,Male,40,2,164948.98,3,0,0,177028.0,1,1,3,SILVER,955,27.55
2666,15635660,Rossi,612,Germany,Male,30,9,142910.15,1,1,0,105890.55,1,1,5,GOLD,763,38.13
2670,15693947,Tokareva,614,France,Female,19,5,97445.49,2,1,0,122823.34,0,0,5,PLATINUM,596,32.46
2680,15725698,Panicucci,520,Spain,Female,35,4,115680.81,1,1,1,90280.7,0,0,5,PLATINUM,275,27.75
2689,15728474,Chienezie,558,Germany,Male,32,4,108235.91,1,1,1,143783.28,0,0,4,DIAMOND,801,30.009999999999998
2700,15600103,Alexander,633,Germany,Female,29,8,104944.1,1,1,1,97684.46,0,0,4,DIAMOND,769,35.69
2703,15670172,Padovesi,622,France,Female,30,4,107879.04,1,0,1,196894.62,0,0,5,GOLD,623,31.23
2707,15595071,Ramos,696,France,Male,22,9,149777.0,1,1,1,198032.93,0,0,3,PLATINUM,873,35.230000000000004
2725,15812628,Dodd,453,Germany,Female,38,8,120623.21,1,1,0,129697.99,0,0,5,GOLD,364,32.64
2737,15618225,Porter,741,Germany,Male,36,8,116993.43,2,1,0,168816.22,0,0,3,SILVER,612,31.12
2745,15667046,Tseng,694,Spain,Male,38,7,121527.4,1,1,0,113481.02,0,0,4,PLATINUM,582,30.32
2753,15626787,Wei,698,Spain,Female,31,8,185078.26,1,0,0,115337.74,1,1,5,GOLD,921,38.21
2763,15589018,Padilla,719,Germany,Male,28,3,106070.29,2,1,1,183893.31,0,0,3,GOLD,802,27.52
2768,15747265,Huang,598,Germany,Female,27,10,171283.91,1,1,1,84136.12,0,0,5,GOLD,508,39.08
2770,15730433,Nakayama,580,Germany,Female,38,1,128218.47,1,1,0,125953.83,1,1,5,PLATINUM,951,28.009999999999998
2780,15781702,Brookes,733,Germany,Male,38,9,111347.37,2,0,1,194872.97,0,0,2,GOLD,260,28.1
2781,15790235,Hsing,778,Spain,Male,40,8,104291.41,2,1,1,117507.11,0,0,5,GOLD,998,42.980000000000004
2784,15659475,Chung,597,France,Female,33,6,135703.59,2,0,0,74850.84,0,0,3,SILVER,438,26.38
2785,15642202,Whitfield,821,Germany,Female,37,5,106453.53,2,0,1,127413.0,0,0,5,GOLD,798,36.480000000000004
2787,15585100,Rioux,511,Germany,Female,40,9,124401.6,1,1,0,198814.24,1,1,1,DIAMOND,946,27.96
2829,15716449,Fraser,527,Spain,Male,33,9,132168.28,1,0,0,98734.15,0,0,3,GOLD,399,28.490000000000002
2844,15693233,De Neeve,666,Germany,Male,38,6,99812.88,2,1,1,158357.97,0,0,2,PLATINUM,671,27.71
2848,15678572,Keating,529,Spain,Male,38,7,99842.5,2,1,0,90256.06,1,1,4,DIAMOND,220,28.7
2876,15641640,Uspenskaya,545,Spain,Female,33,7,173331.52,1,1,0,150452.88,0,0,4,DIAMOND,716,31.66
2881,15789425,Marsden,694,Germany,Female,37,8,98218.04,2,1,0,182354.46,1,1,3,GOLD,964,34.64
2884,15721917,Chuang,559,France,Female,38,8,95139.41,1,1,1,86575.46,0,0,4,PLATINUM,286,30.86
2901,15668575,Hao,626,Spain,Female,26,8,148610.41,3,0,1,104502.02,1,1,5,PLATINUM,410,39.1
2906,15694829,Chibueze,680,Germany,Male,32,7,175454.0,1,0,1,77349.92,0,0,2,PLATINUM,772,28.22
2919,15649487,Sal,578,Germany,Female,38,4,113150.44,2,1,0,176712.59,1,1,4,GOLD,502,27.02
2925,15792818,Perry,499,Germany,Female,29,6,148051.52,1,1,0,118623.94,0,0,4,PLATINUM,662,29.62
2928,15669656,Macdonald,632,France,Male,32,6,111589.33,1,1,1,170382.99,0,0,4,DIAMOND,782,32.82
2930,15729054,Korovina,744,Germany,Male,32,4,96106.83,1,1,1,79812.77,0,0,5,DIAMOND,520,30.2
2932,15776733,Wilson,638,Germany,Female,37,7,124513.66,2,1,0,158610.89,0,0,4,PLATINUM,705,33.55
2952,15671655,Thorpe,763,Germany,Male,31,7,143966.3,2,1,1,140262.96,1,1,4,DIAMOND,647,34.97
2961,15595135,Solomon,778,Germany,Female,29,7,123229.46,1,1,0,181221.09,0,0,3,PLATINUM,977,31.27
2963,15605000,John,550,France,Male,38,9,140278.99,3,1,1,171457.06,1,1,5,GOLD,230,38.8
2966,15654574,Onyekachi,499,Germany,Male,36,5,131142.53,2,1,0,174918.46,0,0,5,PLATINUM,941,35.91
2977,15667265,Cavenagh,729,France,Male,39,4,121404.64,1,1,1,159618.17,0,0,3,GOLD,797,26.97
2984,15663939,Arnott,523,Germany,Male,35,8,138782.76,1,1,1,186118.93,0,0,4,DIAMOND,249,30.490000000000002
3017,15642725,Madison,797,France,Male,32,10,114084.6,1,0,1,125782.29,0,0,1,SILVER,543,27.43
3030,15801247,Fan,605,Spain,Male,39,10,105317.73,2,1,0,138021.36,0,0,1,PLATINUM,798,29.98
3043,15622833,Mahon,835,Germany,Female,29,10,130420.2,2,0,0,106276.55,0,0,5,DIAMOND,349,37.49
3047,15779862,Lyons,658,Germany,Female,31,3,133003.03,1,0,1,146339.27,1,1,3,SILVER,879,26.29
3068,15579781,Buccho,806,Germany,Male,31,10,138653.51,1,1,0,190803.37,0,0,3,GOLD,662,32.62
3088,15715160,Khan,439,France,Male,36,2,165536.28,2,1,1,123956.83,0,0,3,DIAMOND,877,26.77
3108,15697424,Ku,597,Spain,Female,30,2,119370.11,1,1,1,182726.22,1,1,4,SILVER,851,27.509999999999998
3128,15721007,Charlton,776,Germany,Male,33,8,115130.34,1,0,0,129525.5,1,1,4,GOLD,658,32.58
3133,15619407,Buckley,615,France,Male,39,4,133707.09,1,1,1,108152.75,0,0,5,PLATINUM,358,28.58
3135,15660541,Olisanugo,694,France,Male,34,5,127900.03,1,1,0,101737.8,0,0,5,GOLD,325,27.75
3140,15736228,Chambers,645,France,Female,40,3,129596.77,1,1,1,103232.6,0,0,4,SILVER,897,29.47
3147,15730688,Yu,548,France,Female,28,8,116755.5,2,1,1,158585.17,1,1,1,GOLD,519,26.19
3149,15810075,Fang,648,France,Female,39,6,130694.89,2,1,1,153955.38,1,1,2,DIAMOND,912,30.119999999999997
3151,15795298,Olisaemeka,573,Germany,Female,35,9,206868.78,2,0,1,102986.15,0,0,3,SILVER,940,37.9
3153,15724161,Sutton,644,France,Female,40,9,137285.26,4,1,0,77063.63,1,1,3,GOLD,444,34.94
3176,15764604,Sutherland,586,France,Female,35,7,164769.02,3,1,0,119814.25,1,1,3,SILVER,290,28.4
3178,15759684,Ting,528,France,Female,27,7,176227.07,2,0,1,139481.53,0,0,1,GOLD,875,28.25
3182,15663249,Howells,575,Spain,Female,37,9,133292.45,1,1,0,111175.09,0,0,2,PLATINUM,506,26.56
3187,15649668,Wilhelm,637,Germany,Female,36,10,145750.45,2,1,1,96660.76,0,0,1,DIAMOND,407,28.07
3197,15675791,Williams,610,France,Male,36,4,129440.3,2,1,0,102638.35,0,0,4,PLATINUM,975,31.75
3201,15720745,Murray,635,Spain,Male,24,4,140197.18,1,1,1,142935.83,0,0,4,SILVER,907,31.07
3217,15742204,Hsu,579,Germany,Male,31,6,139729.54,1,0,1,135815.38,0,0,4,SILVER,664,31.64
3227,15796351,Yao,603,Germany,Male,35,1,105346.03,2,1,1,130379.5,0,0,5,SILVER,701,29.509999999999998
3228,15639576,Burns,691,France,Male,26,9,136623.19,1,1,0,153228.0,0,0,3,GOLD,550,30.0
3236,15612465,Siciliano,684,Spain,Male,34,9,100628.0,2,1,1,190263.78,0,0,2,PLATINUM,451,30.009999999999998
3242,15629739,Hartley,621,Germany,Female,31,8,100375.39,1,1,1,90384.26,0,0,5,DIAMOND,467,35.67
3249,15800515,Singh,516,France,Male,35,5,128653.59,1,1,0,127558.26,0,0,5,DIAMOND,595,30.45
3253,15699619,Rivas,641,France,Male,31,10,155978.17,1,1,0,91510.71,0,0,4,SILVER,990,38.9
3265,15574372,Hoolan,738,France,Male,35,5,161274.05,2,1,0,181429.87,0,0,5,SILVER,566,32.16
3270,15774744,Lord,664,Germany,Male,33,7,97286.16,2,1,0,143433.33,0,0,5,GOLD,334,32.84
3271,15629885,Wilson,850,France,Female,33,7,118004.26,1,1,0,183983.82,0,0,5,SILVER,782,35.32
3283,15806901,Henderson,584,France,Female,39,2,112687.69,1,1,1,127749.61,0,0,4,PLATINUM,857,27.57
3289,15807837,Mazzanti,640,France,Female,30,6,107499.7,1,1,1,187632.22,0,0,5,DIAMOND,663,34.63
3297,15755018,Dickinson,568,Germany,Female,26,10,109819.16,2,1,0,154491.39,0,0,2,SILVER,865,33.65
3299,15670587,Yang,558,Germany,Male,25,10,111363.1,2,1,0,197264.35,0,0,4,PLATINUM,837,39.37
3313,15605684,Phelan,664,France,Female,31,7,104158.84,1,1,0,134169.85,0,0,2,PLATINUM,951,28.009999999999998
3344,15631800,Pagnotto,474,France,Male,37,3,98431.37,1,0,0,75698.44,0,0,4,DIAMOND,972,28.22
3345,15654292,Vessels,565,Germany,Male,33,8,130368.31,2,1,0,105642.43,0,0,3,GOLD,860,33.6
3352,15792729,Holland,474,Germany,Female,34,9,176311.36,1,1,0,160213.27,0,0,3,SILVER,724,31.740000000000002
3361,15726796,Brabyn,844,France,Male,38,7,111501.66,1,1,1,119333.38,0,0,5,SILVER,962,39.12
3363,15652192,Traeger,759,France,Female,33,9,160541.36,2,0,0,93541.14,0,0,4,SILVER,497,34.47
3370,15643294,Robinson,703,France,Female,33,8,190566.65,1,1,1,79997.14,0,0,3,PLATINUM,708,32.08
3373,15643967,Chineze,652,France,Female,37,4,92208.54,1,0,1,197699.8,1,1,3,PLATINUM,822,27.22
3389,15588622,Marchesi,599,Germany,Male,25,7,108380.72,1,1,1,79005.95,0,0,1,SILVER,933,26.83
3409,15790564,She,832,Germany,Female,40,9,107648.94,2,1,1,134638.97,0,0,2,PLATINUM,583,31.33
3412,15815628,Moysey,711,France,Female,37,8,113899.92,1,0,0,80215.2,0,0,3,SILVER,436,27.36
3431,15780925,Tretyakova,625,France,Male,37,1,177069.24,2,1,1,96088.54,0,0,5,GOLD,446,26.96
3434,15696514,Calabrese,587,Germany,Female,37,6,104414.03,1,1,0,192026.02,0,0,4,DIAMOND,749,30.490000000000002
3440,15662063,McIver,746,France,Male,36,7,142400.77,1,1,1,193438.69,0,0,4,DIAMOND,452,31.02
3449,15610903,Chukwueloka,560,Spain,Female,31,5,125341.69,1,1,0,79547.39,0,0,4,PLATINUM,797,29.47
3454,15737521,Ball,619,Germany,Male,40,9,103604.31,2,0,0,140947.05,0,0,1,DIAMOND,923,29.73
3457,15789974,Enemuo,713,France,Male,33,6,94598.48,1,0,0,197519.66,1,1,5,PLATINUM,621,32.21
3458,15713370,Hunter,657,Spain,Male,36,8,188241.05,2,0,0,183058.51,1,1,3,DIAMOND,382,28.82
3473,15761692,Muir,594,France,Male,40,9,122417.17,2,0,1,190882.69,0,0,5,SILVER,394,38.44
3475,15778861,Wallace,720,Spain,Male,33,6,97188.62,1,0,0,91881.29,0,0,4,SILVER,605,29.05
3501,15675675,Slate,850,France,Female,32,5,106290.64,1,1,0,121982.73,0,0,4,DIAMOND,946,30.96
3502,15802060,Ch'ang,646,Germany,Female,30,10,100548.67,2,0,0,136983.77,0,0,2,DIAMOND,905,34.05
3508,15608166,Fallaci,761,France,Male,36,9,127637.92,1,1,1,81062.93,0,0,2,GOLD,860,32.1
3514,15801395,Warren,790,France,Female,33,10,135120.72,1,0,0,195204.99,0,0,3,DIAMOND,522,31.22
3525,15700383,Uvarova,763,France,Female,35,7,115651.6,2,1,1,104706.29,0,0,4,DIAMOND,231,30.81
3546,15690130,Wyatt,468,France,Female,32,8,137649.47,1,0,0,198714.29,0,0,4,PLATINUM,929,35.29
3549,15776827,Langdon,770,Germany,Male,37,5,141547.26,2,0,1,180326.83,0,0,2,DIAMOND,890,28.4
3554,15626612,Yin,741,Spain,Male,40,4,104784.23,1,1,0,135163.76,1,1,5,DIAMOND,417,27.17
3562,15614302,Crotty,699,Germany,Female,31,10,125837.86,2,1,0,189392.66,0,0,1,DIAMOND,409,26.09
3563,15723263,Cocci,495,Germany,Female,34,9,117160.32,1,1,1,116069.24,1,1,1,DIAMOND,715,27.65
3580,15670943,See,778,Germany,Male,31,9,182275.23,2,1,0,190631.23,0,0,4,GOLD,717,36.67
3589,15571958,McIntosh,489,Spain,Male,40,3,221532.8,1,1,0,171867.08,0,0,5,DIAMOND,636,27.86
3595,15578369,Chiedozie,652,Germany,Female,37,9,145219.3,1,1,0,159132.83,0,0,4,PLATINUM,910,36.6
3596,15654156,Marcelo,722,Germany,Female,32,5,106807.64,1,1,1,76998.69,0,0,5,PLATINUM,659,33.09
3605,15755798,Feng,610,France,Male,33,4,111582.11,1,0,0,113943.17,0,0,4,DIAMOND,692,26.92
3606,15788683,Kang,588,Germany,Female,34,10,129417.82,1,1,0,153727.32,0,0,3,DIAMOND,300,29.0
3612,15734246,She,746,France,Female,21,8,166883.07,2,0,1,194563.65,0,0,3,GOLD,261,29.61
3614,15770159,Nnanna,664,Germany,Male,25,6,172812.72,2,1,1,108008.65,0,0,3,GOLD,644,30.44
3635,15674442,Kung,681,France,Male,23,7,157761.56,1,0,0,147759.84,0,0,2,DIAMOND,874,27.240000000000002
3653,15654341,Chao,542,France,Male,34,8,101116.06,1,1,0,196395.05,0,0,4,SILVER,987,35.87
3655,15632365,Booth,542,Germany,Male,33,8,142871.27,2,0,0,77737.86,0,0,1,GOLD,888,27.880000000000003
3656,15729689,Chan,754,Germany,Male,35,6,98585.94,2,0,1,106116.84,0,0,3,PLATINUM,765,31.65
3662,15748639,Hayslett,497,Germany,Male,35,7,110053.62,2,1,1,92887.06,0,0,4,PLATINUM,748,35.980000000000004
3663,15628123,Robinson,632,France,Female,28,5,118890.81,1,0,1,145157.97,0,0,3,DIAMOND,756,28.06
3689,15662578,Dettmann,679,Germany,Male,35,1,110245.13,1,1,1,178291.09,0,0,5,GOLD,728,27.78
3696,15757628,Savage,571,France,Male,40,10,112896.86,1,1,1,121402.53,0,0,2,GOLD,305,28.05
3700,15577700,Rapuokwu,749,France,Male,37,10,185063.7,2,1,1,134526.87,0,0,5,PLATINUM,765,43.65
3701,15747345,Bergamaschi,678,France,Female,22,6,118064.93,2,1,1,195424.01,0,0,3,GOLD,749,31.490000000000002
3712,15729489,Hyde,762,Germany,Female,34,8,98592.88,1,0,1,191790.29,1,1,3,DIAMOND,279,27.79
3721,15788775,Milne,473,Germany,Male,40,8,152576.25,2,1,0,73073.68,0,0,4,DIAMOND,310,31.1
3727,15608344,Dawson,749,Germany,Female,29,7,137059.05,3,1,0,102975.72,1,1,5,SILVER,859,40.09
3742,15635396,Thompson,738,Germany,Female,29,9,139106.19,1,1,0,141872.05,1,1,5,SILVER,615,36.65
3751,15793042,Sung,629,France,Male,39,2,129669.32,2,1,0,82774.07,0,0,4,DIAMOND,716,26.16
3755,15572792,Bellucci,535,Spain,Male,35,8,118989.92,1,1,1,135536.72,0,0,5,DIAMOND,895,39.95
3760,15688337,Dixon,721,France,Male,40,9,118129.87,1,1,1,160277.65,0,0,4,DIAMOND,236,31.86
3763,15643042,Han,590,Germany,Female,40,2,117641.43,2,0,0,92198.05,0,0,5,DIAMOND,574,27.740000000000002
3772,15643361,Cullen,477,Germany,Male,34,8,139959.55,2,1,1,189875.83,0,0,4,DIAMOND,362,33.62
3802,15653997,Haynes,699,Spain,Male,31,6,114493.68,1,0,0,138396.32,0,0,4,DIAMOND,351,26.509999999999998
3817,15602554,Vorobyova,664,France,Female,31,9,114519.57,2,0,1,79222.02,0,0,4,SILVER,399,35.49
3824,15585823,Wilson,627,France,Male,31,8,128131.73,1,1,0,96131.47,0,0,3,PLATINUM,757,30.57
3834,15604792,Kuo,609,Germany,Male,38,6,140752.06,2,0,1,171430.16,0,0,2,PLATINUM,765,28.65
3835,15704819,Ositadimma,734,Spain,Female,39,6,92126.26,2,0,0,112973.34,0,0,5,SILVER,872,36.72
3836,15670859,Smith,718,Germany,Female,39,7,93148.74,2,1,1,190746.38,0,0,2,DIAMOND,721,29.71
3846,15736495,Jackson,712,France,Male,34,8,114088.32,1,1,0,92794.61,0,0,4,DIAMOND,319,29.19
3853,15639669,Forbes,746,France,Male,36,9,127157.04,1,1,1,155700.15,0,0,3,SILVER,948,35.980000000000004
3856,15590344,Russell,708,Germany,Male,32,3,151691.44,2,1,1,172810.51,0,0,5,SILVER,463,30.13
3872,15662091,Adams,570,Spain,Male,21,7,116099.82,1,1,1,148087.62,0,0,5,DIAMOND,888,38.38
3876,15605036,Pisano,704,Spain,Female,37,9,155619.58,1,1,1,135088.58,0,0,5,GOLD,788,40.38
3880,15757541,Rickard,778,France,Female,33,9,151772.63,2,0,0,180249.94,1,1,5,DIAMOND,708,39.58
3895,15735687,Chinweuba,595,Spain,Male,37,2,157084.99,1,1,0,134767.13,0,0,5,GOLD,974,29.740000000000002
3947,15739168,Fowler,511,France,Female,31,5,137411.29,1,0,1,161854.98,0,0,3,PLATINUM,644,26.94
3955,15758755,Beneventi,729,France,Female,34,9,132121.71,1,0,1,105409.31,0,0,3,GOLD,654,33.04
3969,15595657,Hannam,649,Germany,Male,40,4,95001.33,1,0,1,123202.99,0,0,3,GOLD,993,28.93
3970,15743673,Wood,551,Spain,Male,27,2,113873.22,1,1,1,85129.77,1,1,5,GOLD,522,27.22
3974,15669281,Ch'iu,711,Spain,Male,38,3,128718.78,1,0,0,114793.45,0,0,4,SILVER,862,27.119999999999997
3977,15792180,Chiekwugo,566,Germany,Male,22,7,144954.75,2,1,0,102246.0,0,0,4,DIAMOND,698,33.480000000000004
3988,15726484,Pollard,633,France,Male,37,7,141546.35,1,1,1,124830.11,0,0,3,GOLD,530,28.8
3989,15650442,Hsieh,644,Germany,Female,32,8,141528.88,1,1,1,167087.34,1,1,1,GOLD,863,27.630000000000003
3990,15714256,Gerasimov,666,France,Male,30,7,109805.3,1,0,1,163625.56,0,0,4,DIAMOND,957,36.07
4012,15732307,Lavrentiev,694,Germany,Male,33,4,124067.32,1,1,1,77906.87,0,0,5,DIAMOND,769,32.69
4017,15789753,Millar,480,France,Male,40,6,148790.61,1,0,1,79329.7,0,0,2,SILVER,883,27.83
4032,15648461,Hs?eh,688,Spain,Male,37,7,138162.41,2,1,1,113926.31,0,0,2,GOLD,612,28.62
4057,15797204,Paling,655,Spain,Female,28,3,113811.85,2,0,1,76844.23,0,0,5,PLATINUM,890,34.4
4059,15771966,Akobundu,557,France,Male,39,8,146200.01,1,1,0,177944.64,0,0,2,GOLD,779,27.79
4060,15691952,Fanucci,676,France,Male,37,10,106242.67,1,1,1,166678.28,0,0,5,GOLD,560,39.6
4073,15741865,Ferrari,810,France,Female,38,9,153166.17,1,1,1,93261.69,0,0,2,DIAMOND,474,28.240000000000002
4086,15627251,Tsui,520,France,Male,34,4,134007.9,1,1,1,193209.11,0,0,5,PLATINUM,523,30.23
4107,15741092,Ingram,671,Spain,Male,34,10,153360.02,1,1,0,140509.86,0,0,4,SILVER,761,36.61
4108,15643865,Lo Duca,601,France,Female,40,3,92055.36,1,0,1,164652.02,1,1,5,GOLD,543,28.93
4109,15769389,Wan,709,Germany,Female,39,9,124723.92,1,1,0,73641.86,0,0,2,SILVER,526,26.759999999999998
4116,15584505,Hill,580,France,Female,23,5,113923.81,2,0,0,196241.43,0,0,4,PLATINUM,590,29.4
4139,15714355,Sinclair,775,Germany,Male,32,8,121669.23,1,0,1,125898.39,0,0,3,SILVER,541,30.41
4141,15762048,Yuan,841,Germany,Female,33,7,154969.79,2,1,1,99505.75,0,0,3,PLATINUM,907,34.57
4153,15662532,Holmes,757,Germany,Male,31,8,149085.9,2,1,1,197077.36,0,0,2,SILVER,376,27.759999999999998
4161,15722350,Udinesi,627,Germany,Female,37,7,147361.57,1,1,1,133031.96,0,0,1,DIAMOND,916,26.66
4177,15579808,Kramer,754,Germany,Female,39,8,129401.87,1,1,1,87684.93,0,0,2,GOLD,591,27.91
4181,15569438,Mai,607,Germany,Male,36,10,106702.94,2,0,0,198313.69,0,0,1,SILVER,519,27.19
